Sim	$DOMM	$EMERG	$INTROM	$NANC	$NSUB	$NTEM	$RECM	$SRD	$SRW	$TRANSIT	$CONN	$MERGE	$MER_G	$SAMP	LinearCombination_0	LinearCombination_1	LinearCombination_2	LinearCombination_3	LinearCombination_4	LinearCombination_5	LinearCombination_6	LinearCombination_7	LinearCombination_8	LinearCombination_9	LinearCombination_10	LinearCombination_11	LinearCombination_12	LinearCombination_13	LinearCombination_14	LinearCombination_15	LinearCombination_16	LinearCombination_17	LinearCombination_18	LinearCombination_19	LinearCombination_20	LinearCombination_21	LinearCombination_22	LinearCombination_23	LinearCombination_24	LinearCombination_25	LinearCombination_26	LinearCombination_27	LinearCombination_28	LinearCombination_29	LinearCombination_30	LinearCombination_31	LinearCombination_32	LinearCombination_33	LinearCombination_34
15	0.0234817	17268	0.00417544	12541	4079	9963	1.38804e-05	0.787144	0.116275	3128	73396	67268	70268	77268	-45.6985	26.3712	4.02749	8.33412	1.61581	-8.71245	0.481283	-0.11651	-3.02962	-1.02231	1.35311	-1.75946	-1.19662	0.623098	-1.05483	1.9109	-1.06164	0.650965	0.696704	-0.867794	-0.281939	-0.00297457	0.548277	-0.294987	0.444147	-0.728134	0.727076	0.325375	-0.283242	0.105504	-0.413284	-0.155235	-0.694081	0.21394	0.0642415
16	0.000552304	15504	0.0137258	14201	6399	8150	0.00703257	0.838524	0.656842	2121	70625	65504	68504	75504	-47.001	28.7542	-8.43435	-10.6248	11.4975	-7.91225	4.81706	5.53232	-4.47594	0.939735	-0.912498	-3.44556	0.566961	3.26023	1.25118	-0.1533	-1.63541	-0.649808	1.70152	0.10039	-0.013569	-0.466721	-1.42884	-1.14191	-0.639461	0.208313	-0.276946	0.172458	-1.08304	0.192786	-0.214316	-0.580199	0.18131	0.0517262	0.417426
17	5.44136e-05	12299	0.00215563	13108	1564	4808	0.0013355	0.678777	0.442036	3803	69102	62299	65299	72299	19.3191	47.8197	-1.63337	-2.18396	-4.37948	-0.495837	0.373868	3.22742	-1.98926	-0.74009	1.34089	0.528494	1.08181	1.91477	0.363472	-1.59249	3.59136	-2.12458	-0.088239	-0.960866	1.57448	-0.851441	0.221303	0.256423	-0.641475	-0.347778	-0.483032	0.905077	0.670116	-0.52256	-0.0278285	-0.335798	-0.331794	-0.732025	-0.399491
18	6.96007e-05	15379	0.000450487	10816	8745	8497	5.01293e-05	0.876006	0.326595	4473	72852	65379	68379	75379	146.595	-62.4601	22.5054	-0.496412	2.79224	-23.102	-18.1638	3.24972	4.63103	-8.38867	-12.1793	-3.15639	5.11253	2.65396	9.65513	3.7929	2.13497	0.466197	-2.04038	-3.45018	-1.66406	5.87817	-0.549081	0.579571	-2.05549	0.212759	0.612961	1.34959	-1.31606	-0.593198	0.98727	0.364561	-0.501452	1.44923	-1.01974
19	0.000141941	10488	0.01644	15278	4723	5210	9.23412e-05	0.909915	0.624578	2268	65756	60488	63488	70488	56.451	-72.1412	-47.2603	15.8739	-5.47446	4.47811	7.00234	-8.98075	-5.267	12.1744	-7.48116	-6.78019	-0.0239121	2.50863	-2.50607	1.08359	0.0965991	-0.423058	0.704038	2.15932	0.151569	0.338202	-0.595121	2.1077	1.18368	0.116454	-0.126178	2.00265	0.61805	-1.97089	-0.192692	-0.801116	0.567921	1.03022	-0.298277
20	0.000343102	16664	0.00014407	17928	7958	9799	0.00347601	0.855243	0.535704	4937	74601	66664	69664	76664	27.7284	40.9388	-14.3733	5.73512	-2.79475	2.99242	2.6004	0.632453	-2.63453	-3.76759	0.897789	-0.0605948	1.93987	-1.29367	1.65975	-5.17066	3.22865	-1.55359	-0.547055	0.695635	1.03809	-1.27327	-0.103688	1.08965	-0.241216	-0.0138602	-0.452381	0.434377	1.48102	-0.679847	0.208803	-0.0292966	0.106432	-0.338698	-0.516922
21	0.00138782	18021	0.0394285	10118	8238	5287	0.00691674	0.748777	0.83145	3175	74196	68021	71021	78021	-90.8928	-12.2015	9.60745	-1.86713	3.91619	-5.33433	-0.16871	3.89352	-0.702652	1.99392	-0.719181	0.478408	-2.48773	0.87567	1.60741	-0.356141	-0.542004	0.17136	-1.12416	0.313361	-0.222128	0.0393856	0.336378	-0.36104	0.705894	-0.43003	-1.31009	0.802581	-0.100493	0.413947	-0.140456	0.114535	-0.156298	0.11332	-0.0391067
22	0.00262271	10968	0.0105474	15097	5819	4150	0.00212933	0.910502	0.330718	1879	65847	60968	63968	70968	-84.137	-2.00463	7.84677	26.7107	2.83865	-10.1923	1.89147	-1.14876	0.743177	-1.27241	3.0774	-2.64648	0.148874	-4.20146	-0.413159	1.54513	-0.89774	-0.227657	0.536027	-0.552244	-0.0208739	0.684469	-0.179093	0.10795	0.593726	-0.583575	0.0852003	-0.489697	0.865868	0.205057	0.210787	-0.171326	-0.134917	-0.378833	0.376467
23	0.000291899	18400	0.00973533	19096	6630	2822	0.00476074	0.665391	0.255318	3127	74527	68400	71400	78400	19.1465	50.3245	-2.01518	5.42255	-10.9193	-1.84745	2.36048	1.35558	-3.77702	-3.35836	-0.256408	0.368837	-2.90156	0.00355345	1.08441	-0.982177	0.477037	0.615439	0.623702	0.678968	0.029191	-0.719654	-0.250433	0.324483	0.615477	0.8888	0.0317025	0.227496	-0.0659989	-0.0943762	-0.086277	0.592338	0.267346	0.0911108	-0.303232
24	0.00209185	19949	0.000513661	18718	2537	9628	7.20144e-05	0.986131	0.129216	1806	74755	69949	72949	79949	-12.3267	28.7039	6.28644	4.50326	-9.26848	-3.87148	-3.19346	-5.4529	-2.33468	3.99647	-0.768545	1.22552	-2.34133	4.18671	0.10441	-1.36189	-1.16647	-0.679816	0.0935201	0.230599	0.196841	0.946558	0.270936	0.582474	-0.709666	-0.0896552	-0.203683	-0.64897	-0.0877305	0.0599472	0.658407	-0.454041	-0.257483	-0.22585	0.831604
25	0.000203416	11629	0.0134974	19451	6969	6012	0.00117111	0.625471	0.575498	1352	65981	61629	64629	71629	2.00929	32.8702	22.0171	-24.1449	-7.67521	1.14516	-11.7852	-9.44388	-0.0542613	3.9758	0.453432	3.18615	0.778965	-0.31842	-2.3237	0.775134	2.45224	0.683316	0.40441	0.354344	0.29742	1.53605	-0.582694	-0.583122	-0.280818	-0.166584	-0.356843	0.465086	0.0798779	0.0738736	0.0848922	-0.113013	-0.435785	-0.0613126	-0.23146
26	6.11821e-05	11110	0.0448302	17822	9432	6551	0.000295723	0.805395	0.174354	4059	68169	61110	64110	71110	94.1694	20.2029	4.68686	4.93141	20.2392	20.275	4.52676	-0.397565	-1.9505	0.00851234	10.4888	-6.08072	-0.334597	1.32129	3.57469	2.97843	0.602272	-2.5042	2.6461	1.56192	0.0146803	2.97262	-0.641573	2.11939	1.00244	-0.629375	-0.526333	-0.100977	1.19525	-0.778761	0.0595735	0.335885	0.464367	1.15699	0.825056
27	0.00677031	16862	0.000103146	18978	3511	8550	4.16031e-05	0.969096	0.125903	141	70003	66862	69862	76862	-17.9788	40.7034	0.301987	15.6	-1.77933	-7.89646	0.568726	-2.49525	-7.95984	-1.41566	0.221893	-2.73755	-0.642703	1.77839	-0.879749	2.02294	-3.01602	0.69588	2.11438	-2.19923	0.451163	0.291811	-0.956027	-0.311031	-0.148577	0.356831	0.653759	-0.270239	0.5054	-0.217609	-0.231396	0.119081	0.2424	-0.0702721	-0.00193948
28	0.00125747	16470	0.00916719	11390	2165	7397	0.00939407	0.798429	0.42821	2256	71726	66470	69470	76470	57.1836	19.556	-16.9121	-11.8509	-2.92219	13.3785	-1.26742	-5.13391	1.66084	-6.6155	0.148557	2.12071	1.96318	-4.98787	-2.22572	2.89201	-1.59132	0.692228	-0.428877	2.31197	-2.32366	-0.139087	3.02972	-1.7046	-0.265497	-0.414563	0.768588	0.995441	0.817117	0.248291	0.700704	-0.670728	0.164047	0.953972	-0.355636
29	0.0141682	13736	0.000105932	16624	4548	5090	0.000260737	0.96103	0.151548	61	66797	63736	66736	73736	-50.2304	6.31572	-8.04867	-7.00011	4.05765	0.438803	1.40769	-0.386183	-6.72867	-2.19185	-3.46753	1.70065	-1.98472	2.85167	1.84183	-2.77175	-3.13875	3.36581	-0.496231	0.324229	1.01573	-0.655019	-1.22069	1.0695	-0.038436	-0.909746	-0.263638	-1.09549	-0.348292	-1.0353	-0.238506	-0.0459672	0.579207	0.515031	-0.15299
30	0.007146	19184	0.00155259	11909	7868	4115	1.2337e-05	0.68245	0.710029	536	72720	69184	72184	79184	-80.2928	-23.0946	-2.12241	12.8409	1.33736	-2.38996	5.78914	-4.81723	2.25696	-2.13792	-0.248298	-0.621561	-3.09346	-2.00389	3.44745	-0.064784	-0.416523	-0.310145	-0.877578	-0.0246988	0.113787	-1.32559	0.556027	0.51819	1.65646	0.0898939	-0.344506	0.274879	0.293784	0.254128	0.785756	0.501668	0.749444	0.510545	0.16503
31	0.000146687	12952	0.029066	11928	5753	5178	0.002352	0.623111	0.152207	4436	70388	62952	65952	72952	13.0736	39.7108	-6.06339	-7.26993	-2.04841	1.12002	1.72161	3.08853	0.444048	-2.52234	0.6471	-0.207835	2.45908	-5.28066	0.108998	-2.36703	0.669881	0.195468	0.329014	2.31649	0.173953	-0.568234	-0.264021	0.642307	-0.105644	-0.200719	1.156	-1.1558	-0.323583	-0.576307	0.108667	-0.369613	0.237138	0.365069	-0.0171999
32	0.0006844	15593	0.000224407	15449	5919	6967	1.44818e-05	0.778754	0.409171	153	68746	65593	68593	75593	-58.801	-43.6579	23.8056	-1.79582	-3.87924	8.97821	-1.59176	4.87152	-2.69972	-1.91026	-3.5187	0.485919	-2.46359	1.02675	-0.904699	2.80429	0.698008	-0.518128	-0.432187	0.128544	-1.92044	-0.290109	0.0156154	0.421079	-1.53222	-0.123869	0.589976	0.0371145	-0.216951	0.481147	0.0103674	0.0501561	-0.517123	0.263125	0.222326
33	0.0262609	10664	0.00131313	14068	5676	9931	1.96988e-05	0.649565	0.422026	2127	65791	60664	63664	70664	-33.653	34.6365	3.94079	-10.2129	-0.418859	-8.21385	1.41728	0.877325	-0.0597049	1.52032	0.467728	-1.75691	-2.26193	-0.272154	1.11283	-0.209061	-1.19433	-0.212508	1.18111	0.224389	-0.651147	-0.118299	-0.765972	-0.40335	0.921046	-0.0468873	0.403929	0.454702	0.197613	0.545941	0.0653556	0.109666	0.115888	0.337275	-0.400048
34	0.0177593	18611	0.00104231	17114	6765	6990	3.27489e-05	0.743964	0.102292	388	71999	68611	71611	78611	-56.3966	23.2863	-2.04297	-10.5081	8.99554	-9.49474	0.976396	-0.478157	-0.939398	1.69399	-0.66595	-2.75476	-0.0988261	0.292548	-2.59071	1.69727	-1.17801	1.26913	0.849342	-1.07196	-0.209868	0.699717	-0.255078	0.647291	-1.60049	0.989949	-0.598003	-0.237559	-0.20925	-0.41262	-0.189977	0.00713754	-0.0628964	0.115601	0.0327576
35	0.00024	18591	0.00357244	11911	8277	2370	0.000162214	0.75717	0.532176	1045	72636	68591	71591	78591	-23.9261	-73.0516	27.6638	4.98218	-5.69759	19.5537	-2.95824	2.00948	-0.908415	-8.58264	3.13103	0.773596	0.684324	-1.85098	-0.244247	-3.16221	1.6446	0.250457	0.0740646	-2.54713	-0.353513	-1.68464	1.98127	0.0733856	0.250606	-1.34844	0.785644	2.15907	-0.966884	-0.658969	0.325104	0.0859227	0.397145	0.166421	0.750812
36	0.0154534	12438	0.000376235	15676	6497	4314	9.80232e-05	0.689678	0.339166	3920	69358	62438	65438	72438	-56.9636	23.1567	-0.23017	3.696	1.24915	-10.3044	6.02707	4.35826	2.71975	0.0750177	0.539097	-2.0318	-4.29444	4.53004	0.610007	1.2283	-1.20384	-0.97113	0.232254	-0.0347409	-0.859123	-1.09056	0.324968	0.238284	0.366323	-0.679244	0.323377	0.458796	-0.299845	1.07256	-0.176508	-0.032773	-0.546565	0.105833	-0.063555
37	0.0108764	16043	0.00351068	12748	4459	6857	0.00132989	0.600485	0.582506	2272	71315	66043	69043	76043	-5.76772	36.5189	5.77017	-1.55559	-6.8165	-5.01796	-1.99455	-4.33173	-2.494	2.66324	-1.22383	-1.48603	-1.28831	-3.38517	-0.664551	0.123511	2.77381	-1.04601	-0.317015	0.782258	-1.57224	1.26081	-0.129881	0.289732	-0.146965	0.122744	0.670303	-0.725805	-0.0170223	0.392557	-0.0693591	-0.0915469	-0.61315	-0.496255	0.469329
38	0.00443862	11477	0.00449059	15660	5697	7966	0.00275008	0.69775	0.294333	906	65383	61477	64477	71477	-77.7978	-5.51244	4.16241	20.07	7.67233	-5.85936	2.50367	0.466707	0.957316	-3.71682	2.88912	-3.42264	1.96084	-2.95378	0.858996	-0.303457	-1.77695	0.0258508	0.345872	0.462913	-0.936029	-1.60254	-0.169356	-0.135191	0.249978	0.926819	-0.130162	-0.0664513	-0.0611535	0.511877	-0.520433	0.147067	0.460017	0.36902	0.200178
39	8.88504e-05	18365	0.0159794	15587	9161	4542	4.74107e-05	0.960049	0.361992	1380	72745	68365	71365	78365	83.0872	-144.603	-1.91396	-13.1854	-26.6017	-3.74743	11.2799	5.18184	-2.60852	4.07545	5.8807	5.05977	3.53908	1.87262	0.739018	0.74625	-1.57639	-0.740087	4.86505	-1.31342	0.671378	-1.35468	-0.0769193	1.36121	0.541601	-2.10749	-0.723879	-1.23943	0.972367	0.354637	1.32222	-0.145818	0.445383	-0.353172	1.43761
40	6.04232e-05	19113	0.000759464	18398	3561	6761	0.00412775	0.697064	0.386407	773	72886	69113	72113	79113	29.0988	43.9481	8.76367	-3.41964	-15.081	3.43899	-4.51502	-2.34893	-6.49694	0.88379	-3.09572	3.73082	-2.26814	4.562	-0.336724	2.23306	-0.294588	0.643186	-0.553073	-0.66881	1.00074	0.552662	-0.158873	-0.927473	0.541735	-0.707829	0.0845436	-0.207622	-0.284886	0.301902	-0.390441	0.133246	-0.0961116	0.752859	-0.35226
41	1.8852e-05	19592	0.0180602	13165	6605	8501	5.09401e-05	0.680527	0.557742	1405	73997	69592	72592	79592	112.798	-95.5192	49.6716	-7.31293	-9.93273	8.63869	23.5387	-0.581584	-1.58736	-0.132873	1.61213	-4.22058	0.198217	-0.470252	-2.80303	-4.83133	-1.06886	-0.807	-1.86005	0.985431	1.29895	0.178902	0.0758659	-2.24974	0.759882	0.745523	-1.95659	-0.647002	1.03238	1.31819	-0.314358	-0.0248316	-0.373906	-0.242023	-0.84141
42	0.00983922	18832	0.001272	16459	6336	7717	0.0064618	0.699203	0.434685	1297	73129	68832	71832	78832	-96.6082	-11.8136	-8.84681	7.68705	9.68371	-9.66142	5.1579	-3.12269	4.90009	-0.468529	2.74534	-1.21432	-1.43732	-2.24094	1.44031	-1.20584	0.74261	-0.261643	0.212187	-0.021157	1.0351	-0.499551	1.04193	1.06558	0.557833	0.368595	-0.817725	0.616634	-0.0605019	0.515091	0.833125	0.241789	-0.550256	-0.0401557	0.0175176
43	0.00380054	13082	0.000211335	16735	1624	4456	0.00204306	0.633614	0.559015	4337	70419	63082	66082	73082	-68.2589	-63.0533	12.14	18.4629	-11.7879	9.97707	-1.26498	1.18275	-1.79619	-1.17829	-2.79718	5.5232	-2.36634	0.580987	1.47036	-1.80377	3.04556	1.59093	-1.91066	0.78703	-0.489937	1.65941	-0.00285865	-1.04991	1.21631	-0.568759	-0.0697614	0.879864	-0.485894	-0.317385	-0.47941	0.779398	-0.325934	0.748343	-0.294197
44	0.00518419	11645	0.00866775	19836	3349	8913	0.00211831	0.963985	0.383222	1803	66448	61645	64645	71645	-79.6866	5.51616	9.43043	29.2778	3.08751	-11.2979	-2.15089	-4.27519	-3.89259	-0.771802	2.76396	-2.59855	-2.09769	3.12465	-0.810594	-0.854937	-2.56385	0.210406	0.493795	-0.104336	-1.89853	0.289595	0.556539	0.355917	0.0771617	0.141247	0.397181	-0.659254	0.492898	-0.243936	0.525366	-0.0121546	0.878003	0.0452642	0.768854
45	0.000421651	13343	0.0149895	12122	4093	3523	1.62097e-05	0.785883	0.175859	1632	67975	63343	66343	73343	-8.02237	-3.11789	14.4293	3.45779	2.51529	7.72005	-8.26422	-3.81492	2.70439	0.0217721	0.912834	-1.16128	6.91767	-1.81025	-4.94083	2.09029	0.0143531	-1.23044	0.00933124	0.493961	-0.272311	-0.0596142	-0.35117	0.689384	-1.88232	1.1285	-0.387499	-0.442664	0.61333	0.445708	-0.578921	0.216135	0.0807749	0.0680748	-0.0891686
46	0.00394431	14110	0.000319045	11415	1863	2984	1.16822e-05	0.868115	0.117079	938	68048	64110	67110	74110	-20.514	25.8912	7.32634	4.12996	-5.20495	-1.8828	-0.423285	4.80197	-1.86429	-1.36424	0.808978	0.83962	-0.292381	-1.93474	0.413737	0.567821	-1.48199	0.26574	-0.292851	0.428797	0.668348	-0.579255	0.840538	-0.289634	1.0055	-1.4811	0.36166	0.304746	0.351131	-0.189731	-0.0580468	-0.589038	0.0043077	-0.108594	-0.139466
47	0.00692519	19999	0.000661077	18771	8047	3735	1.72048e-05	0.981969	0.777153	2443	75442	69999	72999	79999	-13.6607	38.8477	10.0472	-15.3482	-4.62551	-5.04401	-4.32799	3.37712	-3.17973	5.23363	-1.23145	0.924838	-1.675	0.972264	-0.987582	1.1059	-0.150024	-0.87094	0.0526341	-0.353578	0.835268	0.919889	0.852736	0.411604	-0.0235327	-0.786285	0.798512	-0.827458	0.28848	-0.0116528	0.263705	-0.474988	-0.124753	0.364793	0.0267652
48	2.96631e-05	10646	0.00232096	14577	5844	3455	0.00154844	0.693596	0.133527	956	64602	60646	63646	70646	31.7938	56.9965	-2.50376	-5.3908	-11.1117	-1.47624	3.74418	0.258005	5.78747	-0.871899	0.992235	0.466234	-0.85392	0.73744	-0.176692	-0.0600033	-1.35105	-0.0347288	0.228528	0.107161	-0.0665264	-0.615294	0.442854	0.309948	-0.826459	0.828253	-0.792754	0.591012	0.188823	0.22965	0.148132	0.0769556	-0.226932	0.0780139	-0.183636
49	0.000586246	12287	0.00109112	10110	3370	8794	3.19913e-05	0.741171	0.149416	3521	68808	62287	65287	72287	20.036	19.4713	-4.92199	-17.5481	-1.62688	8.5453	2.16384	-1.80668	2.68891	-2.60347	-0.0136622	-0.369204	-0.535301	-3.8145	3.71038	0.776789	-1.69487	-0.0962452	-0.143203	-0.252948	-1.01581	-1.36061	0.902537	0.267277	1.58685	1.11154	0.402805	0.266599	0.859235	1.09312	0.35429	0.672871	-0.0916815	0.746183	-0.0349797
0	0.0235732	19115	0.000207709	11557	8657	4313	9.88673e-05	0.659955	0.295865	356	72471	69115	72115	79115	-62.2152	12.4119	-4.65861	7.17247	11.1959	-6.68632	5.2096	12.7686	5.22033	-4.43626	5.3852	-0.515285	-0.0529	4.23365	-1.67382	-0.595731	3.13107	-1.38458	0.337486	-0.201236	0.31084	-0.826498	1.18701	0.165923	0.0612199	-0.884664	0.710576	0.32261	-0.414853	-0.509706	0.299266	-0.0484945	0.48978	0.180828	0.203759
1	0.000621323	10344	0.00238307	10666	7241	1895	0.000933646	0.666646	0.17975	4362	67706	60344	63344	70344	-31.2336	-6.79639	-41.963	-14.5496	10.6886	2.19143	14.7442	-5.61454	1.13931	-2.14488	-6.08807	-0.802478	-0.649939	-1.33112	2.10585	5.23267	1.48782	0.169587	0.75761	0.70164	1.87083	-1.12649	-0.694134	-0.507355	0.574423	1.23296	-0.153753	-0.38117	0.0151081	0.284015	0.706636	0.0726249	0.336934	-0.358529	-0.025729
2	0.0206374	13059	0.0011036	17910	8850	2240	0.000675838	0.801932	0.498175	441	66500	63059	66059	73059	-74.7029	-5.68581	4.91978	-3.63072	12.1325	-1.02607	-1.42953	-0.922029	1.95376	-2.8723	4.10424	1.34114	2.82635	3.99381	1.07792	-0.746525	-1.13108	1.3666	0.0855579	-1.27716	0.780208	-1.17254	-0.0217098	-1.30697	0.649574	-1.06924	1.17165	-0.473754	-1.21847	-0.660044	-0.432529	-0.188637	0.276059	0.745396	-0.0451706
3	0.00584682	12763	0.0290944	18156	4043	4844	0.000254076	0.731454	0.195367	1871	67634	62763	65763	72763	-87.9335	-22.9303	20.6948	16.3076	-13.5372	-5.98054	2.27795	4.81916	7.07508	2.65663	0.498439	2.31003	-6.52213	0.286159	1.62614	0.700344	-0.544103	0.115514	-0.559163	0.276486	-0.60342	1.23071	0.337191	0.473891	0.64653	0.657865	-0.54013	-0.255789	0.134818	0.388738	-0.0322662	0.395628	0.0090693	-0.655704	0.469146
4	0.000599291	13881	0.000172539	15375	4539	2797	0.00517151	0.849716	0.286447	3630	70511	63881	66881	73881	26.771	55.8742	-2.69485	-3.50215	-11.998	-2.25246	3.61465	-2.4916	1.50938	-0.660878	-0.517058	0.0849471	-1.23874	-3.20573	0.801436	1.2034	0.0713407	0.324064	0.0661111	-0.969915	1.07914	-0.15945	-0.311304	0.576585	0.36671	-0.109256	0.240098	-0.618565	-0.147819	0.124657	-0.266051	0.0494034	-0.254922	-0.301405	-0.0528709
5	0.000102812	18511	0.000163335	13725	2907	6213	0.000129401	0.745657	0.337019	2068	73579	68511	71511	78511	79.1912	-108.251	24.5489	3.50047	-12.5062	15.6805	30.0995	6.18242	-0.230568	-2.63966	1.25274	-5.76661	-2.39182	-0.00168334	-0.964592	-1.28095	1.74904	1.29235	0.420196	1.71736	0.243597	0.864849	0.902863	-2.11883	1.17457	-0.877817	-1.459	-0.336645	1.38128	0.420612	1.19226	-0.670328	0.48913	0.685583	-0.0458484
6	0.0167967	16367	0.000127867	15741	9201	6656	0.00540467	0.722358	0.750315	864	70231	66367	69367	76367	-40.6999	28.1943	6.1139	13.0303	-4.92482	-10.0836	4.8643	3.48806	5.92535	-2.39679	3.71702	-1.50148	-3.7043	-0.849175	-0.434644	2.14277	1.47503	-0.570345	0.709222	0.0923894	-1.22516	-0.270158	1.00135	-0.219171	0.788896	1.08632	0.350345	0.400902	0.278941	0.463516	0.155827	0.220553	0.131639	-0.31639	-0.122621
7	2.14667e-05	11916	0.0479964	11110	1768	7965	0.000287996	0.772784	0.72455	2090	67006	61916	64916	71916	75.0549	-13.5798	13.6689	-18.2484	7.51468	29.9945	0.104356	-6.03152	-6.61216	-8.62374	0.942136	-3.9725	-2.16137	-0.00823523	2.4515	3.92875	1.2735	-1.0554	0.866227	0.142503	-1.87775	-0.857399	0.609832	1.75517	0.108554	-0.538469	0.312007	0.212719	-0.468939	-0.396212	0.384366	0.0314635	-0.378545	-0.0402786	-0.0440236
8	0.000457309	15631	0.00136165	10313	5902	7867	0.00166748	0.852251	0.889778	4105	72736	65631	68631	75631	14.9325	47.9188	-13.9043	-14.8611	0.719164	-0.441568	6.51106	9.16031	8.21783	-3.37019	0.695452	0.0316231	0.363592	0.995334	-2.97625	1.4666	-0.650791	1.25942	0.0647556	-0.377011	0.682565	-0.58161	0.124637	0.354137	0.0445705	0.17057	-0.366714	0.553075	-0.585133	-0.793747	-0.17226	0.209801	1.01326	-0.0804461	-0.182484
9	0.0130722	17674	0.000157926	13985	7338	1683	0.000536643	0.81162	0.251429	3585	74259	67674	70674	77674	-12.8983	28.4339	-10.5889	3.43949	5.47071	-1.3122	4.09911	-3.6821	3.72797	-2.42752	2.60768	-1.39148	3.79316	2.85748	0.386026	-1.21807	-0.802832	-0.226512	-0.619142	-1.6142	0.0243365	-1.27	0.197729	-0.647213	-0.376931	-0.874604	-0.366772	1.03595	-1.38511	0.0471622	-0.723755	-0.0818918	-0.469937	0.408797	0.221167
10	0.00690293	12834	0.000483412	17605	5453	7355	0.0044969	0.869415	0.118867	139	65973	62834	65834	72834	-23.3316	40.3114	-17.9193	-10.9704	5.77203	-6.38015	12.432	7.25704	6.40558	-2.95476	-0.0966233	-2.35677	-1.04754	0.713217	0.144431	2.34779	-0.521259	0.577831	-0.167581	-1.0469	-0.396966	-0.917378	-0.0877751	-0.358617	0.363349	-0.657099	0.639553	-0.0352488	-0.119117	-0.386175	-0.39101	0.198772	0.164354	-0.114737	-0.0452265
11	0.000676931	18790	0.000134988	14675	3654	2306	0.000272049	0.649979	0.407774	1119	72909	68790	71790	78790	-89.0978	-31.0434	16.9956	-10.9211	3.65856	0.830624	-1.01314	1.42705	-5.27179	2.39677	-5.29734	-1.81827	-1.04382	-4.71825	2.18617	3.02139	-1.00385	-0.350411	-1.03884	-0.624567	-0.544451	-0.472271	-1.33802	-0.28742	0.441449	-0.00408505	-0.507184	-0.0917468	0.807418	0.608162	-0.345021	0.222388	0.502861	-0.0518128	-0.368069
12	0.00955441	14425	0.00029086	11843	7709	4626	7.28681e-05	0.689026	0.408548	4618	72043	64425	67425	74425	-59.6403	11.4464	6.08069	9.93517	-0.109763	-7.16419	2.58094	5.10992	-1.17853	0.302129	1.61477	-0.927077	-1.50853	0.614465	2.38531	-1.43257	0.0691667	-1.84973	0.465334	-0.0581467	1.19804	-0.657606	-0.783255	0.0814647	0.722652	-1.14669	-0.871301	0.70845	-0.594025	0.915231	-0.00177307	-0.480186	0.227335	0.516125	0.0106772
13	2.35e-05	19978	0.0426847	16393	4436	7276	0.0010183	0.650824	0.136042	598	73576	69978	72978	79978	28.4599	51.3248	-5.33292	-12.1463	-7.50476	0.158918	3.21413	4.66938	8.91712	-3.47864	2.43247	1.89183	0.0759197	-3.28977	-3.53581	0.551673	1.05593	1.64142	1.17767	0.495769	0.552012	1.56003	-0.840158	0.592363	-0.284536	-0.0951694	-0.340681	0.00480558	-0.287145	-0.429343	0.572865	0.20713	0.396666	-0.440437	0.502992
14	0.000191552	14828	0.0123271	13853	7207	8507	1.1272e-05	0.764044	0.48637	311	68139	64828	67828	74828	36.2688	-125.129	-25.6128	-12.4483	-1.39298	5.27357	-9.1616	2.98375	-4.29113	-3.38657	1.86373	1.56282	-2.13714	1.52414	-2.86427	-0.219162	1.50783	-2.27207	0.0124566	0.278282	-5.1297	-1.45817	0.222402	2.98216	-1.47293	-2.1411	-1.12078	0.489506	-0.406318	-0.00674486	-0.529615	1.00922	1.41021	-0.699236	0.703202
15	0.00272078	16813	0.000203818	11780	1887	5026	0.000763767	0.961328	0.145787	3767	73580	66813	69813	76813	15.3414	-69.8273	-5.05847	17.5722	-34.7811	7.37315	22.8235	9.27369	5.8005	1.87702	-5.21578	1.01596	-2.21366	2.01469	1.88728	-3.91309	0.344805	1.3558	1.34965	-1.04761	0.310459	-0.547539	0.0189332	-0.0792308	0.1201	-0.318415	1.55961	0.442761	-0.092663	-0.784585	0.615804	-0.400984	0.262921	-0.372495	0.46197
16	1.38619e-05	17583	0.00478629	18738	9843	4750	0.000964427	0.727036	0.238614	953	71536	67583	70583	77583	42.5354	59.46	-10.3031	0.849929	-7.07801	0.521554	5.64575	3.33997	-0.165303	-1.54301	-0.568646	-1.05252	1.67509	0.129937	0.865842	0.739005	-1.2623	-0.964021	-0.43317	-0.824877	-0.122179	-0.522647	0.00473399	-1.0793	0.358355	-0.618617	0.351104	0.166676	-0.206521	0.0137822	-0.324094	-0.0200431	0.220325	0.270502	0.0438123
17	0.00221455	18711	0.00156528	11307	8282	9575	0.00224264	0.933659	0.436654	558	72269	68711	71711	78711	-92.6552	-48.5855	11.2312	-6.73755	8.45617	4.49722	-1.23673	-7.4866	2.39198	2.67362	-2.94174	-0.656763	0.618943	4.54691	1.98127	1.47577	-1.2892	-0.485148	0.0945895	0.690103	-1.0516	-0.932878	-2.16547	0.221662	-0.182552	1.05449	0.85719	-1.16755	1.32176	0.645339	0.0261031	0.94858	-0.278063	-0.225596	-0.972453
